stock_code,stock_name,industry,primary_concept,all_concepts,region
sh600235,民丰特纸,造纸印刷,创投,"创投,预亏预减,长江三角,央国企改革,微盘股,2025中报预减",浙江
sh600236,桂冠电力,电力行业,参股银行,"参股银行,预盈预增,西部大开发,风能,融资融券,上证180_,央国企改革,沪股通,富时罗素,标准普尔,绿色电力",广西
sh600237,铜峰电子,电子元件,新材料,"新材料,融资融券,央国企改革,新能源车,被动元件",安徽
sh600238,*ST椰岛,酿酒行业,ST股,"ST股,预亏预减,养老概念,电商概念,彩票概念,央国企改革,白酒,跨境电商,海南自贸",海南
sh600239,云南城投,房地产服务,预盈预增,"预盈预增,西部大开发,养老概念,央国企改革,工业大麻,标准普尔,低价股",云南
sh600241,时代万恒,电池,预亏预减,"预亏预减,锂电池,央国企改革,微盘股",辽宁
sh600243,*ST海华,通用设备,ST股,"ST股,QFII重仓,机构重仓,预盈预增,西部大开发,铁路基建,工业母机",青海
sh600246,万通发展,房地产开发,创投,"创投,预盈预增,融资融券,京津冀,沪股通,5G概念,卫星互联网,低空经济",北京
sh600248,陕建股份,工程建设,煤化工,"煤化工,西部大开发,融资融券,参股保险,油气设服,央国企改革,上证380,沪股通,一带一路,天然气,碳交易,破净股,DeepSeek概念",陕西
sh600249,两面针,美容护理,参股券商,"参股券商,参股银行,预亏预减,西部大开发,央国企改革,流感,化妆品概念",广西
sh600250,南京商旅,贸易行业,长江三角,"长江三角,养老概念,央国企改革,旅游概念,网红经济,内贸流通,跨境电商,并购重组概念,2025中报预减",江苏
sh600251,冠农股份,农牧饲渔,稀缺资源,"稀缺资源,预亏预减,西部大开发,融资融券,食品安全,大数据,央国企改革,沪股通,一带一路,乡村振兴,农业种植,绿色电力,调味品概念,中俄贸易概念",新疆
sh600252,中恒集团,中药,参股券商,"参股券商,参股银行,预亏预减,西部大开发,融资融券,中药概念,医疗器械概念,独家药品,央国企改革,沪股通,证金持股,富时罗素,标准普尔,化债(AMC)概念,昨日涨停_含一字,创新药",广西
sh600255,鑫科材料,有色金属,新材料,"新材料,机构重仓,预盈预增,融资融券,央国企改革,沪股通,昨日触板,铜缆高速连接",安徽
sh600256,广汇能源,石油行业,煤化工,"煤化工,西部大开发,融资融券,上证380,沪股通,一带一路,MSCI中国,天然气,氢能源,富时罗素,标准普尔,碳交易",新疆
sh600257,大湖股份,农牧饲渔,节能环保,"节能环保,机构重仓,预盈预增,融资融券,养老概念,电商概念,白酒,水产养殖,化妆品概念,预制菜概念,微盘股",湖南
sh600258,首旅酒店,旅游酒店,电商概念,"融资融券,电商概念,央国企改革,京津冀,阿里概念,旅游概念,中证500,上证380,沪股通,富时罗素,标准普尔,内贸流通",北京
sh600259,广晟有色,小金属,稀缺资源,"稀缺资源,新材料,预盈预增,稀土永磁,融资融券,央国企改革,小金属概念,沪股通,海南自贸,2025中报扭亏",海南
sh600261,阳光照明,家电行业,节能环保,"节能环保,参股券商,LED,长江三角,融资融券,证金持股,贬值受益,氢能源,富时罗素,标准普尔",浙江
sh600262,北方股份,专用设备,机构重仓,"机构重仓,西部大开发,央国企改革,无人驾驶,新能源车",内蒙古
sh600265,ST景谷,农牧饲渔,ST股,"ST股,稀缺资源,预亏预减,西部大开发",云南
sh600266,城建发展,房地产开发,创投,"创投,参股券商,预盈预增,融资融券,央国企改革,沪股通,雄安新区,养老金,商业航天,破净股,2025中报扭亏",北京
sh600267,海正药业,化学制药,生物疫苗,"生物疫苗,预盈预增,融资融券,病毒防治,央国企改革,沪股通,超级真菌,单抗概念,青蒿素,流感,宠物经济,创新药,合成生物",浙江
sh600268,国电南自,电网设备,预盈预增,"预盈预增,核能核电,智能电网,铁路基建,长江三角,风能,融资融券,水利建设,国家安防,央国企改革,充电桩,沪股通,养老金,特高压,虚拟电厂,储能,抽水蓄能,数据要素,雅下水电概念,2025中报预增",江苏
sh600269,赣粤高速,铁路公路,参股券商,"参股券商,核能核电,融资融券,参股保险,央国企改革,沪股通,破净股",江西
sh600271,航天信息,互联网服务,军工,"军工,物联网,移动支付,预亏预减,融资融券,食品安全,大数据,网络安全,央国企改革,国产软件,中证500,沪股通,人工智能,区块链,富时罗素,ETC,标准普尔,数字货币,蚂蚁概念,鸿蒙概念,生物识别,数字经济,信创,中特估,财税数字化",北京
sh600272,开开实业,医药商业,AB股,"AB股,参股银行,机构重仓,长江三角,中药概念,电商概念,沪企改革,央国企改革,内贸流通,SPD概念,首发经济,2025中报预减",上海
sh600273,嘉化能源,化学制品,新能源,"新能源,新材料,太阳能,长江三角,融资融券,上证380,沪股通,氢能源,标准普尔,消毒剂",浙江
sh600276,恒瑞医药,化学制药,AH股,"AH股,HS300_,机构重仓,股权激励,融资融券,央视50_,上证50_,上证180_,中药概念,医疗器械概念,沪股通,证金持股,MSCI中国,超级真菌,富时罗素,单抗概念,标准普尔,茅指数,创新药",江苏
sh600278,东方创业,贸易行业,创投,"创投,参股券商,长江三角,融资融券,上海自贸,在线教育,沪企改革,央国企改革,IPO受益,沪股通,一带一路,贬值受益,进口博览,内贸流通,破净股",上海
sh600279,重庆港,航运港口,成渝特区,"成渝特区,预亏预减,西部大开发,央国企改革,沪股通,一带一路,破净股,2025中报预减",重庆
sh600280,中央商场,商业百货,参股银行,"参股银行,预亏预减,长江三角,电商概念,新零售,内贸流通",江苏
sh600281,华阳新材,小金属,央国企改革,"央国企改革,降解塑料,2025中报扭亏",山西
sh600282,南钢股份,钢铁行业,节能环保,"节能环保,创投,长江三角,融资融券,参股新三板,中证500,上证380,沪股通,一带一路,人工智能,贬值受益,可燃冰,MSCI中国,工业互联,富时罗素,标准普尔,C2M概念,化债(AMC)概念",江苏
sh600283,钱江水利,公用事业,节能环保,"节能环保,创投,长江三角,沪股通,绿色电力,生物质能发电,数据要素",浙江
sh600284,浦东建设,工程建设,节能环保,"节能环保,创投,长江三角,融资融券,上海自贸,央国企改革,上证380,沪股通,证金持股,养老金,富时罗素,标准普尔,破净股",上海
sh600285,羚锐制药,中药,参股银行,"参股银行,基金重仓,融资融券,中药概念,IPO受益,上证380,沪股通,养老金,标准普尔,创新药",河南
sh600287,江苏舜天,商业百货,参股券商,"参股券商,参股期货,参股银行,长江三角,参股保险,电商概念,央国企改革,IPO受益,体育产业,贬值受益,内贸流通,跨境电商,微盘股",江苏
sh600288,大恒科技,电子元件,参股期货,"参股期货,机构重仓,预亏预减,融资融券,全息技术,虚拟现实,人工智能,超清视频,6G概念,机器视觉,专精特新",北京
sh600289,ST信通,通信服务,ST股,"ST股,预亏预减,智慧城市,网络安全,国家安防,5G概念,PPP模式,人工智能,工业互联,东北振兴,数据安全,数字经济,信创",黑龙江
sh600292,远达环保,环保行业,节能环保,"节能环保,成渝特区,西部大开发,融资融券,央国企改革,沪股通,PPP模式,乡村振兴,并购重组概念",重庆
sh600293,三峡新材,玻璃玻纤,稀缺资源,"稀缺资源,参股银行,机构重仓,预亏预减,融资融券,央国企改革,华为概念,湖北自贸",湖北
sh600295,鄂尔多斯,钢铁行业,AB股,"AB股,创投,西部大开发,融资融券,小金属概念,中证500,上证380,沪股通,标准普尔",内蒙古
sh600298,安琪酵母,食品饮料,QFII重仓,"QFII重仓,融资融券,参股新三板,央国企改革,中证500,上证380,沪股通,MSCI中国,富时罗素,标准普尔,湖北自贸,长寿药,化妆品概念,合成生物",湖北
sh600299,安迪苏,化学制品,预盈预增,"预盈预增,融资融券,央国企改革,中证500,上证380,沪股通,富时罗素,标准普尔,维生素",北京
sh600300,维维股份,食品饮料,创投,"创投,参股银行,预盈预增,长江三角,婴童概念,电商概念,生态农业,央国企改革,沪股通,乳业,抖音小店,粮食概念",江苏
sh600301,华锡有色,小金属,预盈预增,"预盈预增,西部大开发,央国企改革,小金属概念,沪股通",广西
sh600302,标准股份,专用设备,预盈预增,"预盈预增,西部大开发,央国企改革,机器人概念,微盘股",陕西
